id	sym	ME-1_DMSO_rep1	ME-1_DMSO_rep2	ME-1_DMSO_rep3	ME-1_AI-10-49_rep1	ME-1_AI-10-49_rep2	ME-1_AI-10-49_rep3
ENSG00000233847	na	1	0	0	0	0	0
ENSG00000233851	LATS2-AS1	0	0	0	1	0	0
ENSG00000233862	na	0	0	0	1	1	1
ENSG00000233864	TTTY15	105	104	119	84	103	76
ENSG00000233868	na	3	1	0	1	0	0
ENSG00000233871	DLG5-AS1	0	0	0	1	1	0
ENSG00000233873	RPL7P44	0	0	1	0	0	0
ENSG00000233885	YEATS2-AS1	13	33	12	3	5	6
ENSG00000233892	na	1	0	0	2	1	0
ENSG00000233901	LINC01503	0	0	1	0	0	0
ENSG00000233903	na	15	17	17	4	2	3
ENSG00000233912	na	1	1	0	1	1	1
ENSG00000233913	na	24	28	30	19	35	44
ENSG00000233922	na	23	28	33	13	10	13
ENSG00000233924	na	0	1	0	0	0	2
ENSG00000233927	RPS28	9392	9531	10871	10590	10887	10254
ENSG00000233929	MT1XP1	0	0	1	5	4	2
ENSG00000233930	KRTAP5-AS1	0	0	0	1	0	0
ENSG00000233937	na	13	11	9	11	23	14
ENSG00000233947	na	0	0	0	1	0	0
ENSG00000233953	na	1	8	4	0	5	0
ENSG00000233954	na	3	2	0	7	6	5
ENSG00000233956	BTF3P6	0	1	0	0	0	0
ENSG00000233961	na	14	7	15	27	20	23
ENSG00000233966	UBE2SP1	26	41	31	19	24	27
ENSG00000233967	na	3	2	2	1	0	0
ENSG00000233968	na	34	38	46	65	42	58
ENSG00000233974	na	1	3	0	0	2	0
ENSG00000233975	na	0	0	0	1	0	0
ENSG00000233993	na	0	0	1	0	0	0
ENSG00000233994	GDI2P2	0	1	1	1	1	1
ENSG00000233996	na	0	0	1	0	0	0
ENSG00000234004	na	1	1	0	0	0	2
ENSG00000234005	GAPDHP22	0	1	0	6	4	4
ENSG00000234006	na	2	0	1	1	0	0
ENSG00000234009	RPL5P34	0	3	0	2	0	0
ENSG00000234022	na	0	1	0	3	0	0
ENSG00000234025	RBPMS2P1	0	1	1	0	0	0
ENSG00000234028	na	24	31	24	39	37	33
ENSG00000234036	TXNP6	2	1	0	0	0	1
ENSG00000234040	na	0	1	0	0	0	0
ENSG00000234041	na	0	1	0	0	0	0
ENSG00000234042	na	12	7	11	9	11	7
ENSG00000234061	na	4	3	4	2	3	6
ENSG00000234062	na	5	15	4	8	7	6
ENSG00000234065	MTND4P26	1	1	2	0	0	0
ENSG00000234072	na	116	189	131	68	75	63
ENSG00000234084	na	9	8	6	12	9	7
ENSG00000234086	na	4	6	2	6	7	3
ENSG00000234093	RPS15AP11	6	6	1	3	4	2
ENSG00000234106	na	0	0	0	0	1	0
ENSG00000234115	na	1	0	0	0	0	0
ENSG00000234118	RPL13AP6	1	0	0	0	0	0
ENSG00000234127	na	871	949	909	879	942	865
ENSG00000234129	na	14	13	18	26	22	22
ENSG00000234132	na	0	0	0	2	1	2
ENSG00000234134	na	1	4	2	0	2	1
ENSG00000234141	na	0	0	1	1	0	0
ENSG00000234142	na	0	1	0	0	0	0
ENSG00000234147	na	13	12	10	8	13	16
ENSG00000234152	TCEB2P1	4	4	2	0	2	1
ENSG00000234155	na	0	0	0	1	0	2
ENSG00000234159	RBPMSLP	0	1	0	0	0	0
ENSG00000234160	na	48	37	37	17	14	23
ENSG00000234171	RNASEH1-AS1	175	181	208	116	144	136
ENSG00000234174	na	0	1	0	2	0	0
ENSG00000234177	LINC01114	121	132	116	108	110	110
ENSG00000234183	na	1	0	0	0	1	0
ENSG00000234185	na	1	0	0	0	1	0
ENSG00000234191	na	0	1	0	1	0	0
ENSG00000234197	ETV5-AS1	4	4	1	1	3	1
ENSG00000234200	na	0	0	0	0	0	1
ENSG00000234203	na	0	0	1	0	0	0
ENSG00000234210	na	0	0	1	0	0	0
ENSG00000234211	na	1	1	0	0	0	0
ENSG00000234215	na	1	3	5	0	3	1
ENSG00000234219	CDCA4P4	2	0	0	0	4	2
ENSG00000234222	na	1	3	4	1	1	3
ENSG00000234223	na	0	0	0	0	0	1
ENSG00000234230	ZFX-AS1	2	6	1	2	0	2
ENSG00000234231	na	14	17	13	39	36	35
ENSG00000234241	na	2	0	0	0	0	1
ENSG00000234252	na	3	16	6	0	0	3
ENSG00000234261	na	0	0	0	1	0	0
ENSG00000234263	na	2	0	0	0	0	0
ENSG00000234264	DEPDC1-AS1	4	3	2	11	5	8
ENSG00000234268	na	1	1	2	1	1	1
ENSG00000234271	na	1	1	0	0	0	0
ENSG00000234272	RPL30P2	0	0	0	1	0	0
ENSG00000234281	LANCL1-AS1	1	2	0	1	2	0
ENSG00000234283	na	2	2	1	1	0	0
ENSG00000234284	ZNF879	52	42	46	42	59	45
ENSG00000234287	na	6	5	8	5	5	3
ENSG00000234290	na	17	13	9	7	3	3
ENSG00000234292	na	0	0	0	1	1	0
ENSG00000234300	LINC00229	0	0	0	1	0	2
ENSG00000234311	na	21	33	36	12	11	9
ENSG00000234318	na	0	1	0	0	0	0
ENSG00000234320	na	10	7	7	4	2	3
ENSG00000234323	na	1	0	0	0	0	1
ENSG00000234327	na	19	21	17	13	15	8
ENSG00000234329	na	26	28	23	17	17	9
ENSG00000234335	RPS4XP11	0	0	0	0	1	0
ENSG00000234338	na	17	17	15	20	33	20
ENSG00000234353	na	3	9	2	1	3	2
ENSG00000234354	RPS26P47	2	1	1	3	1	0
ENSG00000234367	PFN1P3	1	0	2	0	0	0
ENSG00000234377	RNF219-AS1	0	1	0	1	0	0
ENSG00000234390	USP27X-AS1	4	5	4	11	7	8
ENSG00000234393	na	0	2	2	1	0	1
ENSG00000234394	na	0	0	0	0	0	1
ENSG00000234409	na	36	33	36	12	20	12
ENSG00000234419	CICP13	0	0	0	0	0	1
ENSG00000234420	ZNF37BP	392	540	333	301	344	299
ENSG00000234423	LINC01250	0	0	0	1	0	0
ENSG00000234424	na	0	1	0	1	0	0
ENSG00000234425	na	1	0	0	0	0	0
ENSG00000234428	na	0	2	0	0	1	0
ENSG00000234432	na	331	354	369	197	253	223
ENSG00000234444	ZNF736	388	419	378	628	630	645
ENSG00000234449	na	40	28	36	18	29	16
ENSG00000234465	PINLYP	0	1	1	0	1	1
ENSG00000234473	ZNF101P2	1	4	1	0	0	0
ENSG00000234476	na	1	1	0	7	6	7
ENSG00000234478	na	1	1	1	1	0	0
ENSG00000234492	RPL34-AS1	3	7	1	3	5	4
ENSG00000234493	RHOXF1P1	4	9	4	1	0	2
ENSG00000234494	SP2-AS1	41	51	49	17	13	16
ENSG00000234498	RPL13AP20	3	2	2	3	1	2
ENSG00000234500	na	4	11	4	1	6	3
ENSG00000234504	na	1	0	0	0	0	0
ENSG00000234509	na	0	1	0	3	2	2
ENSG00000234511	C5orf58	2	4	3	5	1	2
ENSG00000234515	na	0	0	0	0	1	0
ENSG00000234518	PTGES3P1	3	6	10	5	6	3
ENSG00000234520	na	0	5	1	1	0	0
ENSG00000234534	CSNK1G2P1	0	0	0	0	0	1
ENSG00000234535	na	1	0	1	0	0	0
ENSG00000234545	FAM133B	934	859	971	972	1023	939
ENSG00000234568	BIN2P1	0	1	0	0	0	0
ENSG00000234571	na	1	2	0	0	0	0
ENSG00000234584	na	0	0	1	1	0	2
ENSG00000234585	CCT6P3	179	241	173	361	366	355
ENSG00000234601	CHRM3-AS1	0	0	0	0	0	1
ENSG00000234604	na	1	2	0	1	0	0
ENSG00000234608	MAPKAPK5-AS1	155	190	170	335	317	301
ENSG00000234616	JRK	1614	1808	1466	562	636	505
ENSG00000234617	SNRK-AS1	0	1	0	1	0	0
ENSG00000234618	RPSAP9	25	25	3	3	4	6
ENSG00000234630	na	6	6	5	3	1	5
ENSG00000234636	MED14OS	9	10	8	14	15	18
ENSG00000234639	na	0	0	1	0	0	0
ENSG00000234640	na	1	1	1	0	0	0
ENSG00000234645	YWHAEP5	1	0	0	0	0	0
ENSG00000234648	na	1	0	0	0	0	0
ENSG00000234650	PCCA-AS1	0	2	0	0	0	0
ENSG00000234665	na	12	15	19	46	38	31
ENSG00000234667	ACTBP13	0	0	0	0	0	1
ENSG00000234676	IFT74-AS1	0	0	1	1	0	1
ENSG00000234678	na	1	1	0	0	0	0
ENSG00000234684	SDCBP2-AS1	52	61	44	79	99	74
ENSG00000234689	LINC00444	0	1	0	0	0	1
ENSG00000234694	na	15	16	19	20	16	19
ENSG00000234698	na	0	0	1	2	0	0
ENSG00000234699	na	1	0	0	0	0	0
ENSG00000234705	HMGA1P4	1	0	0	1	1	1
ENSG00000234707	na	0	0	1	0	0	0
ENSG00000234709	UPF3AP3	0	0	0	0	6	1
ENSG00000234713	na	0	0	0	0	1	1
ENSG00000234719	na	31	34	42	101	106	91
ENSG00000234722	LINC01287	0	2	2	4	2	1
ENSG00000234741	GAS5	12676	13490	13427	17920	18623	17504
ENSG00000234742	na	3	3	0	0	1	2
ENSG00000234745	na	6795	6974	7215	6344	6184	5939
ENSG00000234750	na	2	4	5	0	0	1
ENSG00000234751	na	0	1	0	0	1	0
ENSG00000234753	FOXP4-AS1	1	3	6	0	1	0
ENSG00000234764	E2F6P1	5	7	9	10	9	8
ENSG00000234769	WASH4P	16	9	10	17	17	12
ENSG00000234771	SLC25A25-AS1	61	75	54	24	38	32
ENSG00000234772	LINC00412	1	3	2	0	2	0
ENSG00000234773	na	27	31	31	19	24	21
ENSG00000234776	C11orf94	5	5	7	6	8	5
ENSG00000234782	TPT1P9	0	0	1	0	0	0
ENSG00000234784	na	0	0	0	0	1	0
ENSG00000234789	na	0	3	1	0	0	1
ENSG00000234793	na	1	0	0	0	1	1
ENSG00000234797	RPS3AP6	796	756	1056	1006	971	1084
ENSG00000234801	MORF4	0	0	0	0	1	0
ENSG00000234807	LINC01135	0	1	1	0	1	0
ENSG00000234816	na	1	0	0	0	0	0
ENSG00000234817	na	3	3	1	8	5	1
ENSG00000234818	na	1	2	0	1	0	0
ENSG00000234825	XRCC6P2	0	3	3	0	1	0
ENSG00000234832	na	1	6	1	1	1	0
ENSG00000234848	na	0	0	0	0	0	1
ENSG00000234851	RPL23AP42	373	351	407	332	373	412
ENSG00000234854	LINC00676	1	0	0	0	1	0
ENSG00000234857	HNRNPUL2-BSCL2	46	41	55	31	36	30
ENSG00000234869	na	2	3	6	6	8	7
ENSG00000234880	LINC00163	0	1	0	0	0	0
ENSG00000234882	EIF3EP1	1	1	0	0	1	1
ENSG00000234883	MIR155HG	65	74	68	56	34	45
ENSG00000234892	na	0	0	0	0	1	0
ENSG00000234900	na	0	1	0	0	0	0
ENSG00000234902	na	0	1	1	1	0	0
ENSG00000234906	APOC2	0	0	0	0	1	0
ENSG00000234911	TEX21P	4	2	0	3	1	1
ENSG00000234912	SNHG20	184	236	178	148	160	148
ENSG00000234917	na	3	4	4	3	9	8
ENSG00000234925	ATP5HP4	5	4	0	1	2	0
ENSG00000234928	na	108	130	128	69	100	88
ENSG00000234936	na	5	3	5	2	4	3
ENSG00000234937	na	0	0	1	0	0	0
ENSG00000234940	na	0	0	0	1	0	0
ENSG00000234942	GRID1-AS1	0	1	0	0	0	0
ENSG00000234944	na	0	0	1	0	0	0
ENSG00000234945	GTF3C2-AS1	2	5	2	2	1	2
ENSG00000234946	SDHCP3	0	0	0	0	0	1
ENSG00000234956	na	0	0	1	0	0	0
ENSG00000234962	LINC00700	1	1	2	2	1	1
ENSG00000234964	FABP5P7	49	36	47	8	9	16
ENSG00000234965	SHISA8	0	1	0	0	0	0
ENSG00000234969	na	4	1	0	11	2	0
ENSG00000234972	na	4	7	2	1	1	3
ENSG00000234975	FTH1P2	1	6	1	10	10	12
ENSG00000234978	na	8	13	9	5	7	8
ENSG00000234981	na	1	1	3	1	0	2
ENSG00000234996	na	24	28	21	24	30	18
ENSG00000234997	na	0	0	0	0	1	0
ENSG00000234999	SNRPCP19	0	1	0	0	0	0
ENSG00000235001	EIF4A1P2	0	0	0	1	1	0
ENSG00000235016	SEMA3F-AS1	14	26	10	6	9	9
ENSG00000235018	na	1	0	0	0	1	0
ENSG00000235026	DPP10-AS1	68	77	92	54	51	42
ENSG00000235027	na	5	8	11	4	8	5
ENSG00000235034	C19orf81	57	45	40	39	52	55
ENSG00000235036	na	8	10	6	1	5	6
ENSG00000235042	na	0	0	0	0	3	1
ENSG00000235043	TECRP1	4	5	1	1	4	2
ENSG00000235044	PPIAP3	1	2	0	0	0	0
ENSG00000235049	LINC00940	0	0	1	0	0	0
ENSG00000235051	na	1	0	1	0	0	1
ENSG00000235052	na	0	0	0	1	0	0
ENSG00000235060	VDAC1P4	0	0	0	0	1	0
ENSG00000235065	RPL24P2	57	66	77	56	66	56
ENSG00000235066	na	1	1	0	0	0	0
ENSG00000235072	na	0	0	0	0	2	0
ENSG00000235076	GAPDHP52	3	4	1	1	5	2
ENSG00000235077	na	1	0	0	0	0	0
ENSG00000235078	na	14	13	13	10	16	14
ENSG00000235079	ZRANB2-AS1	0	1	1	2	0	0
ENSG00000235082	SUMO1P3	0	0	1	0	1	1
ENSG00000235084	CHCHD2P6	2	2	3	1	2	0
ENSG00000235085	na	0	0	0	0	1	0
ENSG00000235089	na	0	1	2	1	0	1
ENSG00000235090	RPL7L1P3	0	0	0	1	0	0
ENSG00000235092	ID2-AS1	2	0	4	1	3	0
ENSG00000235098	ANKRD65	0	0	0	0	1	0
ENSG00000235100	na	1	4	4	4	2	0
ENSG00000235101	SETP9	0	0	0	0	1	0
ENSG00000235105	na	3	2	3	1	5	3
ENSG00000235106	LINC00094	151	158	145	71	77	62
ENSG00000235109	ZSCAN31	134	136	159	317	263	269
ENSG00000235111	na	10	6	8	3	3	6
ENSG00000235119	na	2	5	3	0	0	1
ENSG00000235121	na	0	1	0	0	0	0
ENSG00000235126	na	1	0	0	0	0	0
ENSG00000235128	na	2	2	0	1	3	1
ENSG00000235131	na	0	0	1	1	0	0
ENSG00000235138	na	2	4	2	1	2	0
ENSG00000235151	na	8	10	14	24	31	27
ENSG00000235159	na	2	4	1	3	0	5
ENSG00000235162	C12orf75	96	109	141	59	81	62
ENSG00000235169	SMIM1	12	6	3	10	7	4
ENSG00000235172	LINC01366	4	0	1	2	4	1
ENSG00000235173	HGH1	46	52	66	21	37	19
ENSG00000235174	RPL39P3	8	8	12	13	5	13
ENSG00000235183	na	0	0	0	0	0	1
ENSG00000235189	na	0	1	0	0	0	0
ENSG00000235192	na	0	0	0	0	0	1
ENSG00000235194	PPP1R3E	171	234	155	97	119	102
ENSG00000235204	na	3	2	2	1	1	1
ENSG00000235213	OR6E1P	0	1	1	1	1	1
ENSG00000235214	FAM83C-AS1	0	1	1	1	0	0
ENSG00000235217	TSPY26P	23	28	22	12	22	15
ENSG00000235231	na	7	10	5	6	4	5
ENSG00000235236	na	4	3	3	1	2	3
ENSG00000235237	na	2	0	0	0	0	0
ENSG00000235245	na	26	23	19	25	26	26
ENSG00000235257	ITGA9-AS1	47	63	55	24	28	21
ENSG00000235258	na	0	0	0	0	0	1
ENSG00000235262	KDM5C-IT1	0	0	1	0	0	0
ENSG00000235264	RPL5P28	0	0	0	0	0	1
ENSG00000235267	na	0	0	1	1	0	0
ENSG00000235268	KDM4E	0	0	0	0	1	0
ENSG00000235272	FAM103A2P	7	8	3	8	4	11
ENSG00000235285	SMIM2-IT1	3	2	2	0	0	2
ENSG00000235286	na	4	1	1	4	1	1
ENSG00000235288	na	0	0	0	0	0	1
ENSG00000235290	na	3	5	2	7	3	2
ENSG00000235296	na	1	2	0	1	0	0
ENSG00000235298	na	0	0	2	0	0	1
ENSG00000235299	MRPL53P1	0	0	0	0	0	1
ENSG00000235301	na	0	1	0	0	0	0
ENSG00000235304	LINC01281	0	1	0	2	2	0
ENSG00000235308	na	1	0	0	0	0	0
ENSG00000235313	HM13-IT1	6	8	2	1	2	1
ENSG00000235314	LINC00957	0	3	0	1	3	0
ENSG00000235316	DUSP8P5	41	64	50	28	32	26
ENSG00000235319	na	0	2	1	0	3	2
ENSG00000235321	na	0	0	0	1	0	0
ENSG00000235328	na	3	1	1	1	0	1
ENSG00000235330	na	3	2	2	1	0	2
ENSG00000235332	na	0	0	0	1	0	0
ENSG00000235347	na	0	1	0	0	0	0
ENSG00000235351	na	0	7	0	2	3	3
ENSG00000235354	na	1	0	0	0	1	1
ENSG00000235355	na	5	6	2	2	2	2
ENSG00000235358	na	2	2	8	1	1	2
ENSG00000235370	DNM1P51	0	0	0	1	0	0
ENSG00000235373	na	19	41	21	9	13	3
ENSG00000235374	SSR4P1	18	8	11	21	9	14
ENSG00000235381	na	30	51	44	29	24	23
ENSG00000235385	na	0	1	0	1	2	0
ENSG00000235388	na	0	0	1	0	0	0
ENSG00000235397	EPN2-AS1	0	0	0	1	0	1
ENSG00000235398	na	56	42	40	51	52	45
ENSG00000235407	na	0	1	0	0	0	0
ENSG00000235408	SNORA71B	12	22	4	1	2	7
ENSG00000235413	KRT18P63	2	2	4	2	0	2
ENSG00000235416	na	0	0	1	0	0	0
ENSG00000235419	na	0	1	2	0	0	0
ENSG00000235422	KATNBL1P3	0	1	0	0	0	0
ENSG00000235423	na	47	34	48	21	21	17
ENSG00000235426	na	0	0	1	0	0	0
ENSG00000235436	DPY19L2P4	3	3	3	1	1	0
ENSG00000235437	LINC01278	178	195	171	183	228	199
ENSG00000235438	ESRRAP2	14	10	15	13	17	17
ENSG00000235440	na	0	1	0	0	0	0
ENSG00000235449	na	2	3	0	0	1	0
ENSG00000235453	TOPORS-AS1	50	58	55	34	38	43
ENSG00000235459	RPS26P31	0	1	1	2	0	1
ENSG00000235475	LINC01372	5	3	2	6	4	6
ENSG00000235478	na	2	0	0	1	0	0
ENSG00000235480	na	0	1	3	1	0	1
ENSG00000235481	UBE2R2-AS1	0	0	1	0	0	0
ENSG00000235482	RPL21P135	1	0	0	1	0	0
ENSG00000235488	JARID2-AS1	1	1	2	2	0	2
ENSG00000235489	DBF4P1	2	3	4	2	6	4
ENSG00000235492	LINC01221	0	1	0	0	0	0
ENSG00000235493	na	1	0	0	2	0	2
ENSG00000235499	na	70	58	50	53	42	34
ENSG00000235505	na	0	0	0	1	1	0
ENSG00000235508	RPS2P7	4	1	3	4	4	5
ENSG00000235513	na	32	46	36	82	105	94
ENSG00000235522	na	2	0	0	0	0	0
ENSG00000235527	HIPK1-AS1	0	1	1	0	1	9
ENSG00000235530	na	3	3	2	0	0	0
ENSG00000235531	MSC-AS1	1	3	1	6	7	10
ENSG00000235545	na	2	0	2	0	0	0
ENSG00000235552	RPL6P27	909	868	1066	1026	1029	1021
ENSG00000235554	na	4	9	14	9	9	6
ENSG00000235559	na	2	1	1	0	1	0
ENSG00000235560	na	23	28	19	20	21	18
ENSG00000235564	na	1	0	0	0	0	0
ENSG00000235568	NFAM1	5	10	7	6	14	8
ENSG00000235573	na	0	1	0	0	0	0
ENSG00000235575	na	0	0	0	0	0	1
ENSG00000235578	na	1	0	0	0	2	0
ENSG00000235579	na	0	0	0	1	0	0
ENSG00000235586	na	2	3	7	1	0	3
ENSG00000235587	GAPDHP65	0	0	0	0	1	0
ENSG00000235602	POU5F1P3	0	0	0	1	1	1
ENSG00000235609	na	114	101	107	119	106	118
ENSG00000235613	NSRP1P1	0	0	0	0	0	1
ENSG00000235618	FAM21EP	2	6	4	2	2	2
ENSG00000235629	na	0	1	1	0	0	0
ENSG00000235635	na	1	0	0	0	0	1
ENSG00000235636	NUS1P1	5	7	12	5	6	3
ENSG00000235640	na	6	4	4	2	1	0
ENSG00000235641	LINC00484	1	0	0	1	1	1
ENSG00000235649	MXRA5Y	0	0	0	0	1	0
ENSG00000235651	na	2	1	2	0	1	0
ENSG00000235652	na	22	21	24	53	45	57
ENSG00000235655	H3F3AP4	346	342	384	349	375	382
ENSG00000235663	na	1	0	0	1	2	2
ENSG00000235672	na	0	0	1	0	0	0
ENSG00000235674	LDHAP2	0	1	2	2	1	0
ENSG00000235677	NPM1P26	3	3	2	4	1	5
ENSG00000235681	na	5	6	6	0	2	3
ENSG00000235695	na	1	0	1	0	0	0
ENSG00000235701	PCBP2P1	2	1	4	1	0	2
ENSG00000235703	LINC00894	27	34	19	8	11	12
ENSG00000235706	DICER1-AS1	24	34	19	39	50	42
ENSG00000235716	KRT18P46	0	0	0	0	1	0
ENSG00000235718	MFRP	0	0	0	2	0	1
ENSG00000235720	na	7	8	12	11	12	10
ENSG00000235721	na	1	0	0	0	0	0
ENSG00000235724	na	1	2	1	2	0	0
ENSG00000235725	na	2	2	0	0	2	0
ENSG00000235736	na	0	0	0	0	1	0
ENSG00000235741	na	0	0	0	0	1	1
ENSG00000235748	SEPT14P12	1	0	1	2	0	2
ENSG00000235749	na	12	13	9	8	13	10
ENSG00000235750	KIAA0040	3	4	5	11	1	2
ENSG00000235760	na	0	0	1	0	0	0
ENSG00000235772	na	0	2	3	0	0	1
ENSG00000235774	na	0	0	0	1	0	0
ENSG00000235776	na	0	3	2	2	0	0
ENSG00000235781	na	1	4	0	3	2	1
ENSG00000235782	na	1	0	0	0	0	0
ENSG00000235786	ZNRF3-IT1	1	0	1	0	0	0
ENSG00000235790	na	1	0	0	2	3	1
ENSG00000235795	na	3	6	5	5	10	11
ENSG00000235802	HCFC1-AS1	0	1	0	0	0	0
ENSG00000235806	na	5	15	10	4	1	2
ENSG00000235812	ADAM21P1	0	2	0	0	0	1
ENSG00000235822	LINC01073	1	0	0	0	1	0
ENSG00000235823	OLMALINC	91	98	69	355	336	337
ENSG00000235831	BHLHE40-AS1	16	13	12	29	22	33
ENSG00000235837	na	9	5	4	0	0	2
ENSG00000235840	na	0	1	0	0	0	0
ENSG00000235852	na	0	1	1	0	0	0
ENSG00000235859	na	149	183	154	73	98	83
ENSG00000235861	na	0	1	0	0	0	0
ENSG00000235863	na	74	71	74	51	51	46
ENSG00000235865	GSN-AS1	0	2	1	2	1	0
ENSG00000235872	na	0	3	1	0	0	0
ENSG00000235878	na	2	7	1	3	2	1
ENSG00000235880	na	0	1	0	0	0	1
ENSG00000235888	na	74	77	82	64	57	51
ENSG00000235893	na	8	8	3	2	3	2
ENSG00000235897	TM4SF19-AS1	0	1	1	0	3	0
ENSG00000235903	CPB2-AS1	7	10	11	16	20	22
ENSG00000235908	RHOA-IT1	0	4	0	0	1	3
ENSG00000235910	APOA1-AS	7	6	10	2	3	1
ENSG00000235912	na	0	0	2	1	1	0
ENSG00000235919	ASH1L-AS1	15	23	17	11	16	10
ENSG00000235927	NEXN-AS1	1	1	1	1	1	0
ENSG00000235934	na	1	0	0	0	0	0
ENSG00000235937	na	0	1	0	0	1	0
ENSG00000235944	ZNF815P	24	33	42	21	25	17
ENSG00000235945	na	0	0	1	0	0	0
ENSG00000235947	EGOT	2	0	0	0	0	1
ENSG00000235954	TTC28-AS1	242	292	214	178	198	174
ENSG00000235955	CICP20	0	1	0	0	0	0
ENSG00000235957	COX7CP1	0	1	1	0	0	0
ENSG00000235958	UBOX5-AS1	2	4	5	1	2	3
ENSG00000235963	na	0	1	0	0	0	0
ENSG00000235978	na	3	5	7	11	9	12
ENSG00000235988	na	0	0	0	1	0	0
ENSG00000235989	MORC2-AS1	2	0	0	0	1	0
ENSG00000235996	na	53	66	55	33	36	24
ENSG00000236008	na	52	57	45	21	23	30
ENSG00000236015	na	6	12	2	3	10	3
ENSG00000236018	na	0	0	0	1	0	0
ENSG00000236021	na	0	1	2	3	2	8
ENSG00000236029	na	0	0	0	1	0	0
ENSG00000236039	na	2	0	0	0	0	1
ENSG00000236051	MYCBP2-AS1	2	2	0	0	1	2
ENSG00000236055	na	0	0	1	2	0	1
ENSG00000236056	GAPDHP14	1	0	0	0	0	0
ENSG00000236058	na	1	2	0	1	0	3
ENSG00000236060	HSPB1P1	1	0	0	0	0	0
ENSG00000236065	na	1	0	0	0	0	1
ENSG00000236069	na	0	0	0	0	1	0
ENSG00000236073	na	0	1	0	0	0	0
ENSG00000236081	ELFN1-AS1	1	2	2	1	0	0
ENSG00000236086	HMGN2P28	1	1	0	0	2	0
ENSG00000236088	COX10-AS1	60	65	42	39	28	29
ENSG00000236095	na	0	1	0	0	0	0
ENSG00000236104	na	268	269	297	295	339	282
ENSG00000236111	na	0	0	0	0	1	1
ENSG00000236137	na	8	1	1	1	1	5
ENSG00000236140	na	0	0	0	1	0	0
ENSG00000236144	TMEM147-AS1	170	189	142	142	168	143
ENSG00000236159	na	0	1	0	0	0	0
ENSG00000236165	PRADC1P1	4	3	2	5	3	9
ENSG00000236170	IGHD1-1	3	0	0	1	0	0
ENSG00000236180	na	0	1	0	1	0	0
ENSG00000236184	TCEA1P4	1	6	6	6	10	9
ENSG00000236188	PRKX-AS1	1	0	2	0	0	0
ENSG00000236194	na	10	17	7	5	9	5
ENSG00000236200	KDM4A-AS1	29	26	24	6	10	4
ENSG00000236204	LINC01376	1	5	1	1	0	5
ENSG00000236206	na	0	0	0	0	0	1
ENSG00000236209	na	2	4	3	2	5	3
ENSG00000236230	na	0	0	1	0	0	0
ENSG00000236234	na	0	0	0	0	2	1
ENSG00000236242	MYO16-AS1	1	3	1	1	1	1
ENSG00000236254	MTND4P14	0	1	0	1	0	0
ENSG00000236255	na	18	18	11	23	34	20
ENSG00000236256	DIAPH2-AS1	0	1	0	0	2	0
ENSG00000236264	RPL26P30	0	0	0	1	0	1
ENSG00000236266	na	0	1	0	2	0	0
ENSG00000236269	ENO1-IT1	4	8	1	4	2	1
ENSG00000236272	na	1	3	0	0	0	1
ENSG00000236279	CLEC2L	1	1	0	0	0	0
ENSG00000236287	ZBED5	1001	1057	940	1268	1363	1296
ENSG00000236290	EEF1GP7	0	0	0	1	0	0
ENSG00000236296	GUSBP5	4	5	7	3	3	1
ENSG00000236297	na	10	9	6	8	17	18
ENSG00000236304	na	1	0	0	0	0	0
ENSG00000236305	na	0	1	1	3	4	2
ENSG00000236307	EEF1E1P1	5	6	3	4	2	1
ENSG00000236308	na	3	7	5	2	1	2
ENSG00000236320	SLFN14	54	62	45	118	107	103
ENSG00000236333	TRHDE-AS1	1	0	0	0	0	0
ENSG00000236337	FMR1-IT1	0	2	1	1	2	2
ENSG00000236345	na	3	0	0	0	2	1
ENSG00000236349	SUCLG2P2	1	0	3	1	2	3
ENSG00000236364	na	6	12	7	1	0	0
ENSG00000236383	LINC00854	31	46	25	6	6	11
ENSG00000236391	na	0	0	1	0	0	0
ENSG00000236394	na	0	0	0	1	0	0
ENSG00000236397	DDX11L2	28	43	21	14	10	12
ENSG00000236404	VLDLR-AS1	0	0	0	3	1	0
ENSG00000236405	na	0	0	1	0	0	0
ENSG00000236409	NRADDP	1	0	0	1	1	0
ENSG00000236411	NDUFAF4P3	3	5	5	5	3	2
ENSG00000236417	CTSLP1	0	0	1	0	1	1
ENSG00000236423	LINC01134	20	39	26	42	51	36
ENSG00000236426	na	0	2	0	1	1	0
ENSG00000236430	KRT8P29	0	1	0	0	0	0
ENSG00000236432	na	2	2	1	2	7	3
ENSG00000236434	na	0	0	0	0	2	0
ENSG00000236438	FAM157A	14	27	14	14	7	6
ENSG00000236439	na	28	23	21	42	30	37
ENSG00000236444	UBE2L5P	0	0	0	0	2	0
ENSG00000236449	na	0	0	1	0	2	0
ENSG00000236453	na	0	3	1	1	3	4
ENSG00000236457	na	0	1	0	0	0	0
ENSG00000236461	na	0	0	0	0	1	0
ENSG00000236463	LINC00427	1	2	1	1	0	0
ENSG00000236472	na	1	1	1	0	0	0
ENSG00000236483	na	3	1	0	0	0	0
ENSG00000236484	RRM2P2	0	1	0	0	0	0
ENSG00000236489	na	0	1	0	0	1	0
ENSG00000236491	na	0	0	1	0	0	0
ENSG00000236493	EIF2S2P3	2	2	0	6	1	3
ENSG00000236496	GPS2P1	2	0	0	0	2	0
ENSG00000236498	na	1	5	3	0	3	3
