id	sym	MRTrep1	MRTrep2	MRTrep3	Controlrep1	Controlrep2	Controlrep3
ENSG00000237331	XIAP-AS1	0	0	1	2	1	1
ENSG00000237338	FTCD-AS1	0	0	0	0	2	0
ENSG00000237341	SYP-AS1	0	0	0	0	0	0
ENSG00000237350	CDC42P6	0	0	0	1	0	0
ENSG00000237353	PATE4	0	0	0	0	0	0
ENSG00000237354	OR52S1P	0	0	0	0	0	0
ENSG00000237360	CHCHD4P2	0	0	0	0	0	0
ENSG00000237373	BRWD1-IT1	20	11	16	10	30	9
ENSG00000237379	CBX1P3	0	0	0	0	0	0
ENSG00000237380	HOXD-AS2	0	0	0	0	0	0
ENSG00000237382	RPL21P121	8	1	5	3	8	4
ENSG00000237383	CNN2P11	0	0	0	0	0	0
ENSG00000237388	OR4A47	0	0	0	0	0	0
ENSG00000237399	PITRM1-AS1	3	2	0	2	2	0
ENSG00000237402	CAMTA1-IT1	0	0	1	1	0	0
ENSG00000237406	NDUFA9P1	0	1	1	0	0	0
ENSG00000237412	PRSS56	0	0	0	0	0	0
ENSG00000237415	NRBF2P3	3	0	1	0	1	0
ENSG00000237417	XRCC6P1	1	0	1	0	0	0
ENSG00000237424	FOXD2-AS1	14	3	17	9	13	10
ENSG00000237425	RPSAP2	0	0	0	0	0	2
ENSG00000237426	ZIK1P1	0	0	0	0	0	0
ENSG00000237427	TOMM22P1	0	0	0	0	0	0
ENSG00000237432	RPS7P12	5	0	3	1	0	1
ENSG00000237437	ASS1P12	0	0	0	0	0	0
ENSG00000237438	CECR7	0	0	0	0	0	0
ENSG00000237440	ZNF737	1	0	2	0	0	3
ENSG00000237442	HNRNPA1P57	0	0	0	2	0	0
ENSG00000237443	OR13D2P	0	0	0	0	0	0
ENSG00000237446	RHEBP3	0	0	0	0	0	0
ENSG00000237447	CDC27P2	0	0	0	0	0	0
ENSG00000237449	TAAR4P	0	0	0	0	0	1
ENSG00000237451	CDK2AP2P2	0	0	0	0	0	0
ENSG00000237458	TUBB4BP3	0	0	0	0	0	0
ENSG00000237467	USP9YP35	0	0	0	0	0	0
ENSG00000237469	TUBB8P10	0	0	0	0	0	0
ENSG00000237470	DCLRE1CP1	0	1	0	3	0	0
ENSG00000237475	RPL7P53	0	0	0	0	0	0
ENSG00000237487	VN1R48P	0	0	0	0	1	0
ENSG00000237489	LINC00959	6	2	5	7	3	3
ENSG00000237492	OR2L9P	0	0	0	0	0	0
ENSG00000237506	RPSAP15	9	7	7	5	10	4
ENSG00000237512	UNC5B-AS1	0	0	0	1	0	1
ENSG00000237514	PTP4A1P7	0	0	0	0	0	0
ENSG00000237515	SHISA9	1	0	1	1	0	0
ENSG00000237517	DGCR5	0	0	0	2	0	0
ENSG00000237521	OR7E24	0	0	0	0	0	0
ENSG00000237522	NONOP2	14	2	12	8	10	2
ENSG00000237523	LINC00857	0	0	1	0	0	0
ENSG00000237546	XKRYP6	0	0	0	0	0	0
ENSG00000237547	IGHJ2P	0	0	0	0	0	0
ENSG00000237548	TTLL11-IT1	0	0	0	0	0	0
ENSG00000237556	KCND3-AS1	0	0	0	0	0	0
ENSG00000237558	CDY7P	18	1	10	12	25	4
ENSG00000237563	TTTY21B	0	0	0	0	0	0
ENSG00000237569	TUBAP	1	0	0	0	1	0
ENSG00000237575	PYY2	0	0	4	0	0	0
ENSG00000237580	GCSHP3	0	0	0	0	0	0
ENSG00000237584	RAC1P4	0	3	0	2	0	0
ENSG00000237585	LINC00407	0	0	0	0	0	0
ENSG00000237589	HMGN1P32	0	1	0	0	0	0
ENSG00000237592	IGKV1OR10-1	0	0	0	0	0	0
ENSG00000237603	HMGB3P12	0	0	0	0	0	0
ENSG00000237610	OR4C50P	0	0	0	0	0	0
ENSG00000237613	FAM138A	0	0	0	0	0	0
ENSG00000237616	USP9YP32	0	0	0	0	0	0
ENSG00000237618	BTBD7P2	0	0	0	0	0	0
ENSG00000237619	OR3B1P	0	0	0	0	0	0
ENSG00000237620	GCNT1P5	0	0	0	0	0	0
ENSG00000237621	OR9A1P	0	0	0	0	0	0
ENSG00000237622	TCEB1P18	0	0	0	0	0	0
ENSG00000237624	OXCT2P1	0	0	0	0	0	0
ENSG00000237629	UQCRHP2	1	0	0	0	0	0
ENSG00000237632	S100A11P1	0	0	0	0	0	0
ENSG00000237636	ANKRD26P3	0	0	0	0	0	0
ENSG00000237637	FRY-AS1	188	85	259	169	186	122
ENSG00000237642	HMGB3P5	105	17	66	44	94	76
ENSG00000237646	HLCS-IT1	0	0	0	0	0	0
ENSG00000237650	OR11Q1P	0	0	0	0	0	0
ENSG00000237651	C2orf74	0	0	0	0	0	0
ENSG00000237659	RNASEH2CP1	0	0	0	0	1	0
ENSG00000237662	SOCS2P1	0	0	0	0	0	0
ENSG00000237663	DNAJC19P7	0	0	0	0	0	0
ENSG00000237664	LINC00316	0	0	0	0	0	0
ENSG00000237665	GRM7-AS2	0	0	0	0	0	0
ENSG00000237668	RPS15AP38	5	7	7	4	3	3
ENSG00000237671	GAGE12C	0	0	0	0	0	0
ENSG00000237672	KRR1P1	1	0	0	0	0	0
ENSG00000237674	GSTA7P	0	0	0	0	0	0
ENSG00000237676	RPL30P4	0	14	0	7	0	0
ENSG00000237679	VDAC1P11	0	0	1	3	0	0
ENSG00000237684	RPSAP35	0	0	0	0	0	0
ENSG00000237687	LINC00686	0	0	0	0	0	0
ENSG00000237691	IFNWP2	0	0	0	0	0	0
ENSG00000237693	IRGM	2	0	3	7	7	5
ENSG00000237701	ATP5JP1	0	0	0	0	0	0
ENSG00000237702	TRBV3-1	0	0	0	0	0	0
ENSG00000237706	TRIM51EP	0	0	0	0	0	0
ENSG00000237709	EEF1A1P28	8	0	2	1	2	2
ENSG00000237714	P4HA2-AS1	0	0	0	0	0	0
ENSG00000237722	MTND1P29	0	0	0	0	0	0
ENSG00000237731	RNGTTP1	0	0	0	0	0	0
ENSG00000237737	DCTN1-AS1	8	0	10	4	4	5
ENSG00000237738	RNF216-IT1	5	0	1	0	0	0
ENSG00000237740	NPAP1P3	0	0	0	0	0	0
ENSG00000237746	ZNF101P1	0	0	0	0	0	0
ENSG00000237748	UQCRBP1	2	0	2	6	1	1
ENSG00000237757	EEF1A1P30	2	0	7	2	3	0
ENSG00000237758	BANF1P3	0	0	0	0	0	0
ENSG00000237763	AMY1A	0	0	0	0	0	0
ENSG00000237765	FAM200B	96	77	128	99	71	75
ENSG00000237766	GGTA2P	2	0	3	2	2	2
ENSG00000237770	SPATA31D2P	0	0	0	0	0	0
ENSG00000237786	GFOD1-AS1	0	0	0	0	0	0
ENSG00000237787	C3orf79	0	0	0	0	0	0
ENSG00000237793	RPL18AP16	1	0	2	3	3	0
ENSG00000237799	CICP11	1	0	0	1	0	0
ENSG00000237802	FAM197Y6	0	0	0	0	0	0
ENSG00000237803	LINC00211	3	4	7	1	1	1
ENSG00000237804	HNRNPA1P39	1	1	0	1	1	0
ENSG00000237806	FAUP2	0	0	0	1	0	1
ENSG00000237816	RPL21P109	0	0	0	0	0	0
ENSG00000237818	RPS3AP29	0	0	1	2	0	0
ENSG00000237823	CDY19P	1	1	0	0	2	0
ENSG00000237828	PA2G4P1	3	0	3	3	1	1
ENSG00000237836	PHKA2-AS1	149	69	163	101	132	102
ENSG00000237840	FAM21FP	1	0	0	2	0	0
ENSG00000237841	KRTAP19-9P	0	0	0	0	0	0
ENSG00000237849	NFYAP1	6	0	4	4	5	2
ENSG00000237854	LINC00674	5	4	7	8	8	7
ENSG00000237859	EEF1A1P31	2	0	0	0	2	3
ENSG00000237864	LINC00322	0	0	0	0	0	0
ENSG00000237872	POU5F1P4	1	0	0	0	0	0
ENSG00000237876	AKR1B1P4	0	0	0	0	0	0
ENSG00000237879	LINC00398	2	0	0	0	0	0
ENSG00000237882	PPIAP13	0	2	0	2	0	0
ENSG00000237883	DGUOK-AS1	18	16	8	11	5	7
ENSG00000237892	KLF7-IT1	4	3	8	9	3	5
ENSG00000237902	TSPY21P	0	0	0	0	0	0
ENSG00000237911	SRP68P3	0	0	0	0	0	0
ENSG00000237913	FTLP19	0	0	0	0	0	0
ENSG00000237917	PARP4P1	0	0	0	0	0	1
ENSG00000237924	RPL21P112	0	0	0	0	0	0
ENSG00000237929	RPL31P3	1	0	0	0	0	0
ENSG00000237941	KCNQ1DN	0	0	0	0	0	0
ENSG00000237943	PRKCQ-AS1	84	36	100	92	98	89
ENSG00000237945	LINC00649	270	103	266	167	215	134
ENSG00000237949	LINC00844	0	0	0	1	0	0
ENSG00000237951	PPIL1P1	0	0	0	0	0	0
ENSG00000237952	RPL7AP73	2	2	4	2	1	0
ENSG00000237956	TRIAP1P1	0	0	0	0	0	0
ENSG00000237957	CT47A5	0	0	0	0	0	0
ENSG00000237959	RPL36AP10	0	0	0	1	1	0
ENSG00000237970	TMEM161BP1	0	0	0	0	0	0
ENSG00000237972	TUBG1P	1	0	0	0	0	0
ENSG00000237975	FLG-AS1	1	0	0	0	0	0
ENSG00000237977	EIF4HP2	15	5	12	5	3	7
ENSG00000237984	PTENP1	2	1	1	2	0	0
ENSG00000237986	CELF2-AS2	0	0	0	0	0	0
ENSG00000237990	CNTN4-AS1	0	0	0	0	0	0
ENSG00000237991	RPL35P1	17	5	21	8	27	20
ENSG00000237997	RCC2P2	0	0	0	0	0	0
ENSG00000238002	NPAP1P6	0	0	0	0	0	0
ENSG00000238020	HTR3E-AS1	0	0	0	0	0	0
ENSG00000238021	ARMC4P1	0	0	0	0	0	0
ENSG00000238025	ZDHHC4P1	0	0	0	0	0	0
ENSG00000238038	ATP6V0E1P3	0	0	0	0	0	0
ENSG00000238040	SALL4P2	0	0	0	0	0	0
ENSG00000238045	AC009133.12	1342	740	1587	1459	934	944
ENSG00000238046	MTND5P22	0	0	0	0	0	0
ENSG00000238047	MTND1P30	0	0	0	0	0	0
ENSG00000238051	ISCUP1	0	0	0	0	0	0
ENSG00000238057	ZEB2-AS1	41	15	52	26	26	24
ENSG00000238067	XKRYP1	0	0	0	0	0	0
ENSG00000238069	RPLP0P7	0	0	0	0	0	0
ENSG00000238073	RBMY2HP	0	0	0	0	0	0
ENSG00000238074	TSPY9P	0	0	0	0	0	0
ENSG00000238076	MRPL48P1	0	0	0	0	0	0
ENSG00000238077	NMNAT1P3	0	0	0	0	0	0
ENSG00000238083	LRRC37A2	2	1	2	0	0	0
ENSG00000238086	PPP1R26P1	0	0	1	0	0	0
ENSG00000238087	FMO8P	0	0	0	0	0	0
ENSG00000238088	OFD1P7Y	0	0	0	0	0	0
ENSG00000238092	CEACAMP6	0	0	0	0	0	0
ENSG00000238098	ABCA17P	3	0	5	1	0	5
ENSG00000238103	RPL9P7	17	8	4	9	20	8
ENSG00000238118	SLC25A24P2	0	0	0	0	0	0
ENSG00000238121	LINC00426	2	3	4	7	7	4
ENSG00000238123	MID1IP1-AS1	2	0	5	3	1	3
ENSG00000238125	SLC9A3P2	0	0	0	0	0	0
ENSG00000238132	CASC4P1	0	1	0	1	0	0
ENSG00000238133	MLK7-AS1	15	5	14	10	6	3
ENSG00000238135	USP9YP10	1	0	0	0	0	0
ENSG00000238137	ARPC3P2	0	0	0	0	1	0
ENSG00000238141	BRWD1-AS1	2	0	0	2	3	0
ENSG00000238151	MLLT10P1	57	14	58	24	23	28
ENSG00000238152	OR7E140P	0	0	0	0	0	0
ENSG00000238154	USP9YP4	0	0	0	0	0	0
ENSG00000238161	OR7E117P	0	0	0	0	0	0
ENSG00000238169	LINC01053	0	0	0	0	0	0
ENSG00000238172	RPS2P35	68	32	97	83	89	63
ENSG00000238173	RPL39P6	1	0	0	0	0	0
ENSG00000238181	AHCYP2	1	0	0	0	0	0
ENSG00000238183	RPS27P5	0	0	0	0	1	0
ENSG00000238189	ENOX1-AS2	0	0	0	0	0	0
ENSG00000238190	HMGB1P15	0	1	0	0	0	0
ENSG00000238191	CLUHP1	0	0	0	0	0	0
ENSG00000238197	PAXBP1-AS1	45	16	44	22	28	23
ENSG00000238199	UBE2V2P3	0	0	0	0	0	0
ENSG00000238205	MPC1L	0	0	0	0	0	0
ENSG00000238213	TARDBPP2	7	0	1	1	3	4
ENSG00000238222	MKRN4P	0	0	0	0	0	0
ENSG00000238225	CRIP1P2	0	0	0	0	0	0
ENSG00000238227	C9orf69	1795	899	2596	1775	1439	1250
ENSG00000238228	OR7E7P	0	2	4	3	7	6
ENSG00000238230	LINC00391	0	0	1	0	0	0
ENSG00000238235	TSPY11P	0	0	0	0	0	0
ENSG00000238241	CCR12P	0	0	2	0	0	0
ENSG00000238243	OR2W3	0	0	0	1	0	0
ENSG00000238244	GABARAPL3	1	0	0	0	1	0
ENSG00000238245	MYO5BP2	0	0	0	0	0	0
ENSG00000238249	HMGN2P17	1	0	0	0	1	0
ENSG00000238250	ST6GAL2-IT1	0	0	0	0	0	0
ENSG00000238256	MTND5P20	0	0	0	0	0	0
ENSG00000238262	NTM-IT	0	0	0	0	0	0
ENSG00000238265	LINC00317	0	0	0	0	0	0
ENSG00000238266	LINC00707	2	0	1	2	0	0
ENSG00000238269	PAGE2B	0	0	2	4	0	0
ENSG00000238271	IFNWP19	0	0	0	0	0	0
ENSG00000238275	HOMER2P2	1	0	0	0	0	0
ENSG00000238278	ALG1L6P	0	0	1	1	0	0
ENSG00000238283	TBC1D3P1	0	0	0	0	0	0
ENSG00000238285	MRPL50P2	0	0	0	0	0	0
ENSG00000238286	SLC35E1P1	0	0	0	0	0	1
ENSG00000238300	SNORD121B	0	0	0	0	0	0
ENSG00000238302	RNU7-120P	0	0	0	0	0	0
ENSG00000238304	RNU7-50P	0	0	0	0	0	0
ENSG00000238317	SNORD11	1	8	3	4	0	0
ENSG00000238324	RN7SKP198	1	0	1	3	1	1
ENSG00000238344	SNORD126	0	0	1	0	0	0
ENSG00000238357	RNU7-148P	0	0	0	0	0	0
ENSG00000238363	SNORA13	0	0	0	2	0	0
ENSG00000238364	RNU7-140P	0	0	0	0	0	1
ENSG00000238365	RNU7-57P	0	0	0	0	0	0
ENSG00000238367	MIR2113	0	0	0	0	0	0
ENSG00000238370	RNU7-103P	0	0	0	0	0	0
ENSG00000238374	RNU7-180P	0	0	0	0	0	0
ENSG00000238379	RNA5SP103	0	0	0	0	0	0
ENSG00000238380	RNU7-165P	0	0	0	0	0	0
ENSG00000238382	RNU6-1211P	0	0	0	0	0	0
ENSG00000238386	RNU7-48P	0	0	0	0	0	0
ENSG00000238391	RNA5SP233	1	0	0	0	0	0
ENSG00000238399	MIR2053	0	0	0	0	0	0
ENSG00000238405	RNA5SP311	0	0	0	0	0	0
ENSG00000238406	RNU7-171P	0	0	0	0	0	0
ENSG00000238417	RNU7-63P	0	0	0	0	0	0
ENSG00000238419	RNU7-186P	0	0	0	0	0	0
ENSG00000238420	RNU6-437P	2	0	1	0	6	0
ENSG00000238423	SNORD42B	0	0	0	0	0	0
ENSG00000238427	RNU7-136P	0	0	0	0	0	0
ENSG00000238431	RNU7-157P	0	0	0	0	0	0
ENSG00000238441	RNU7-130P	0	0	0	0	0	0
ENSG00000238444	RNU6-893P	0	0	0	0	0	0
ENSG00000238446	RNU7-38P	0	0	0	0	0	0
ENSG00000238447	RNU7-134P	0	0	0	0	0	0
ENSG00000238452	RNU7-144P	0	0	0	0	0	0
ENSG00000238456	RNU6-1014P	0	0	0	0	0	0
ENSG00000238457	RNU7-169P	0	0	0	0	0	0
ENSG00000238468	RNU7-14P	0	0	0	0	0	0
ENSG00000238478	RNU6-498P	0	0	0	0	0	0
ENSG00000238482	RNU6-1208P	0	0	0	0	0	0
ENSG00000238489	RNU6-749P	0	0	0	0	0	0
ENSG00000238493	RNU6-221P	0	0	0	0	0	0
ENSG00000238500	RNU7-87P	0	0	0	0	0	0
ENSG00000238509	RNU6-104P	0	0	0	0	0	0
ENSG00000238523	RNU7-107P	0	0	0	0	0	0
ENSG00000238529	RNU6-599P	0	0	0	0	0	0
ENSG00000238531	SNORD105B	6	1	3	0	6	0
ENSG00000238540	RNU7-93P	0	0	0	0	0	0
ENSG00000238542	RNU7-104P	0	0	0	0	0	0
ENSG00000238551	RNU6-1193P	0	0	0	0	0	0
ENSG00000238554	RNU1-88P	1	0	1	0	0	0
ENSG00000238558	RNU7-21P	0	0	0	0	0	0
ENSG00000238561	RNU6ATAC28P	0	0	0	0	0	0
ENSG00000238562	RNU7-159P	0	0	0	0	0	0
ENSG00000238578	SNORD4A	0	0	0	0	0	0
ENSG00000238584	RNU7-167P	0	0	0	0	0	0
ENSG00000238590	RNU7-54P	0	0	0	0	0	0
ENSG00000238597	SNORD4B	0	0	0	0	0	0
ENSG00000238606	RNU7-7P	0	0	0	0	0	0
ENSG00000238609	RNU7-94P	0	0	0	0	0	0
ENSG00000238610	RNU7-26P	0	0	0	0	0	0
ENSG00000238616	RNU6-300P	0	0	0	0	0	0
ENSG00000238619	RNU6-775P	0	0	0	0	0	0
ENSG00000238622	SNORD97	0	0	0	0	0	0
ENSG00000238627	RNA5SP489	0	0	1	0	2	0
ENSG00000238632	RNU7-126P	0	0	0	0	0	0
ENSG00000238649	SNORD42A	0	0	0	0	0	0
ENSG00000238650	SNORD54	0	0	0	0	0	0
ENSG00000238653	RNU7-62P	0	0	0	0	0	0
ENSG00000238658	RNU6-625P	0	0	0	0	0	0
ENSG00000238669	RNU6-333P	0	0	0	0	0	0
ENSG00000238680	RNU6-1037P	0	0	0	0	0	0
ENSG00000238697	RNU6-261P	0	0	0	0	0	0
ENSG00000238698	RNU7-147P	0	0	0	0	0	0
ENSG00000238704	RNU7-97P	0	0	0	0	0	0
ENSG00000238705	MIR1976	0	0	0	0	1	0
ENSG00000238709	RNU7-56P	0	0	0	0	0	0
ENSG00000238711	RNY4P25	2	0	1	0	0	2
ENSG00000238719	RNU7-96P	0	0	0	0	0	0
ENSG00000238721	RNU7-194P	0	0	0	0	0	0
ENSG00000238728	MIR1972-1	0	0	0	0	1	0
ENSG00000238730	RNU7-164P	0	0	0	0	0	0
ENSG00000238731	RNU7-90P	0	0	0	0	0	0
ENSG00000238735	RNU7-113P	1	0	2	0	0	1
ENSG00000238741	SCARNA7	44	15	44	38	32	17
ENSG00000238750	RNU7-27P	0	0	0	0	0	0
ENSG00000238759	RNU7-155P	0	0	0	0	0	0
ENSG00000238765	RNA5SP57	0	0	0	0	0	0
ENSG00000238777	RNU7-141P	0	0	0	0	0	0
ENSG00000238778	RNU7-80P	0	0	0	0	0	0
ENSG00000238782	RNU7-9P	0	0	0	0	0	0
ENSG00000238785	RNU7-92P	0	0	0	0	0	0
ENSG00000238788	RNU7-182P	0	0	0	0	0	0
ENSG00000238789	RNU7-152P	0	0	0	0	0	0
ENSG00000238793	SNORD124	0	0	0	0	0	0
ENSG00000238795	SCARNA12	0	0	0	0	0	0
ENSG00000238808	RNU7-102P	0	0	0	0	0	0
ENSG00000238812	RNU7-127P	0	0	0	0	0	0
ENSG00000238825	RNU1-13P	0	0	0	0	0	0
ENSG00000238829	RNU7-45P	17	8	11	14	13	5
ENSG00000238830	RNU7-46P	0	0	0	0	0	0
ENSG00000238833	RNU1-131P	0	0	0	0	0	0
ENSG00000238835	SCARNA18	151	76	145	106	130	94
ENSG00000238842	RNU7-106P	0	0	0	0	0	0
ENSG00000238862	SNORD19B	0	0	0	0	0	0
ENSG00000238875	RN7SKP210	0	0	0	0	0	0
ENSG00000238880	RNU7-59P	0	0	0	0	0	0
ENSG00000238882	RNU6-329P	0	0	0	0	0	0
ENSG00000238884	RNU7-85P	0	0	0	0	0	0
ENSG00000238886	SNORD121A	0	0	0	1	0	0
ENSG00000238898	RNU1-80P	0	0	0	0	0	0
ENSG00000238904	RNU7-34P	0	0	0	0	0	0
ENSG00000238908	RNA5SP484	0	0	0	0	0	0
ENSG00000238913	RNU7-196P	0	0	0	0	0	0
ENSG00000238917	SNORD10	0	0	0	0	0	0
ENSG00000238923	RNU7-1	0	0	0	0	0	0
ENSG00000238924	RNU7-163P	0	0	0	0	0	0
ENSG00000238941	RNU6-953P	0	0	0	0	0	0
ENSG00000238942	SNORD2	0	0	0	0	0	0
ENSG00000238949	RNU7-66P	0	0	0	0	0	0
ENSG00000238950	RNU7-173P	0	0	0	0	0	0
ENSG00000238959	RNU7-19P	0	0	0	0	0	0
ENSG00000238961	SNORA47	0	0	0	0	0	0
ENSG00000238962	RNU7-176P	0	0	0	0	0	0
ENSG00000238964	RNU7-125P	0	0	1	0	1	0
ENSG00000238965	RNA5SP351	0	0	0	0	0	0
ENSG00000238987	RNU7-133P	0	0	0	0	0	0
ENSG00000238998	RNU7-187P	0	0	0	0	0	0
ENSG00000239001	RNU6-420P	0	0	0	0	0	0
ENSG00000239003	RNU7-88P	0	0	0	0	0	0
ENSG00000239007	RNU7-95P	0	0	0	0	0	0
ENSG00000239010	RNU7-74P	0	0	0	0	0	0
ENSG00000239014	SNORD108	0	1	0	1	0	0
ENSG00000239021	RNA5SP246	2	3	4	5	6	1
ENSG00000239023	RNU1-98P	0	0	0	0	0	0
ENSG00000239030	RNU6-956P	0	0	0	0	0	0
ENSG00000239039	SNORD13	0	0	0	0	0	0
ENSG00000239043	SNORD127	0	0	2	0	0	2
ENSG00000239053	RNU7-138P	0	0	0	0	0	0
ENSG00000239057	MIR500B	0	0	0	0	0	0
ENSG00000239075	RNU6-274P	0	0	0	0	0	0
ENSG00000239078	RNU7-55P	0	0	0	0	0	0
ENSG00000239081	RNU7-24P	0	0	0	0	0	0
ENSG00000239082	RNU7-170P	0	0	0	0	0	0
ENSG00000239099	RNU7-23P	0	0	0	0	0	0
ENSG00000239102	RNU7-185P	0	0	0	0	0	0
ENSG00000239105	RNU7-73P	0	0	0	0	0	0
ENSG00000239108	RNU6-1132P	0	0	0	0	0	0
ENSG00000239112	SNORD123	0	0	0	0	0	0
ENSG00000239115	RNU7-67P	1	0	0	0	0	0
ENSG00000239118	MIR1972-2	0	0	0	0	0	0
ENSG00000239119	RNU7-119P	0	0	0	0	0	0
ENSG00000239122	RNU2-11P	3	0	9	1	6	2
ENSG00000239127	SNORD125	0	0	0	0	0	1
ENSG00000239149	SNORA59A	0	0	0	0	0	0
ENSG00000239151	RNU7-195P	0	0	0	0	0	0
ENSG00000239152	RNA5SP310	0	0	0	0	0	0
ENSG00000239168	RNU7-197P	0	0	0	0	0	0
ENSG00000239169	SNORD109B	0	0	0	0	0	0
ENSG00000239175	RNU6-1218P	0	0	0	0	0	0
ENSG00000239183	SNORA84	6	1	4	3	4	4
ENSG00000239184	RNA5SP269	0	0	0	0	0	0
ENSG00000239185	RNU7-190P	0	0	0	0	0	0
ENSG00000239189	RNU6-634P	0	0	0	0	0	0
ENSG00000239190	RNU6-717P	0	0	0	0	0	0
ENSG00000239194	RNU1-123P	0	0	0	0	0	0
ENSG00000239195	SNORD5	0	0	1	0	1	0
ENSG00000239198	RPL5P22	14	5	8	9	9	4
ENSG00000239199	RPL21P6	0	0	0	0	0	0
ENSG00000239201	RPL21P106	3	1	4	4	0	1
ENSG00000239202	RN7SL499P	1	0	0	0	0	0
ENSG00000239207	GAPDHP39	0	0	0	0	0	0
ENSG00000239210	RPS26P55	0	0	0	0	0	0
ENSG00000239211	RN7SL563P	0	0	0	0	1	0
ENSG00000239212	RPL6P7	0	0	1	0	0	1
ENSG00000239215	RPL27P12	0	0	0	0	0	0
ENSG00000239218	RPS20P22	13	4	10	11	15	5
ENSG00000239221	RN7SL442P	0	0	0	0	0	0
ENSG00000239223	RPL34P31	115	103	124	135	74	80
ENSG00000239224	RN7SL546P	0	0	0	0	0	0
ENSG00000239225	TTTY23	0	0	0	0	0	0
ENSG00000239226	MRPS17P3	0	0	0	0	0	0
ENSG00000239228	RN7SL578P	0	0	0	0	0	0
ENSG00000239238	MEMO1P3	0	0	0	0	0	0
ENSG00000239247	RN7SL589P	0	0	0	0	0	0
ENSG00000239249	RN7SL757P	0	0	0	0	0	0
ENSG00000239250	RN7SL271P	0	0	0	0	0	0
ENSG00000239253	RPS4XP23	1	0	4	7	0	2
ENSG00000239256	RPL35AP35	2	1	2	2	0	1
ENSG00000239257	RPL23AP1	0	0	0	0	0	0
ENSG00000239261	RPL31P41	0	1	0	0	0	0
ENSG00000239263	RBM43P1	0	0	0	3	2	3
ENSG00000239264	TXNDC5	0	0	1	1	2	1
ENSG00000239265	CLRN1-AS1	0	0	0	0	0	0
ENSG00000239269	RPSAP4	8	3	11	10	3	4
ENSG00000239272	RPL21P10	22	11	26	13	12	7
ENSG00000239279	RN7SL184P	0	0	0	0	0	0
ENSG00000239281	RPS29P2	0	0	0	0	0	0
ENSG00000239282	GATSL3	22	8	10	23	30	12
ENSG00000239293	OR9P1P	0	0	0	0	0	0
ENSG00000239304	DNM1P48	0	0	0	0	0	0
ENSG00000239305	RNF103	36	26	51	39	27	25
ENSG00000239306	RBM14	140	101	222	154	103	141
ENSG00000239314	MORC1-AS1	0	0	0	0	0	0
ENSG00000239315	RPL19P13	1	0	0	0	0	0
ENSG00000239316	RN7SL11P	0	0	0	0	0	0
ENSG00000239319	RN7SL854P	0	0	1	0	0	0
ENSG00000239320	RPS29P26	0	0	0	0	0	0
ENSG00000239333	RN7SL658P	0	0	0	0	0	0
ENSG00000239345	HNRNPA1P26	0	0	0	0	0	1
ENSG00000239351	NPM1P29	0	0	0	1	0	0
ENSG00000239354	RPS17P15	0	0	0	0	0	0
ENSG00000239356	RN7SL309P	0	0	0	0	0	0
ENSG00000239365	RPS26P49	0	0	0	0	0	0
ENSG00000239367	RN7SL477P	0	0	0	0	0	0
ENSG00000239382	ALKBH6	56	45	74	56	39	49
ENSG00000239388	ASB14	119	19	80	75	103	65
ENSG00000239389	PCDHA13	0	0	0	0	0	0
ENSG00000239390	RN7SL87P	1	0	0	0	0	0
ENSG00000239396	RN7SL414P	0	0	0	0	1	0
ENSG00000239398	RN7SL342P	0	0	0	0	0	0
ENSG00000239405	TMED10P2	6	7	3	1	4	5
ENSG00000239412	RPL21P71	2	3	7	10	3	2
ENSG00000239413	RPS27P23	0	0	0	2	1	0
ENSG00000239419	RN7SL535P	0	0	0	0	0	0
ENSG00000239426	OR8F1P	0	0	0	0	0	0
ENSG00000239428	GM2AP2	0	0	0	0	0	0
ENSG00000239435	KCNMB3P1	0	0	0	0	2	0
ENSG00000239437	RN7SL752P	0	0	0	0	0	0
ENSG00000239439	RFKP2	0	0	0	0	0	0
ENSG00000239443	PABPC1P10	1	1	1	1	0	1
ENSG00000239445	ST3GAL6-AS1	0	0	0	1	0	0
ENSG00000239453	SIDT1-AS1	0	0	0	0	1	0
ENSG00000239464	RN7SL691P	0	0	0	0	1	0
ENSG00000239466	RN7SL552P	0	0	1	0	0	1
ENSG00000239468	RN7SL569P	1	0	0	0	0	1
ENSG00000239471	RN7SL584P	0	0	0	0	0	0
ENSG00000239472	RN7SL221P	0	0	0	0	0	0
ENSG00000239474	KLHL41	0	1	0	0	2	3
ENSG00000239481	RPS3AP41	0	0	0	0	0	1
ENSG00000239483	RPS15AP16	0	0	1	0	0	0
ENSG00000239490	RPS4XP18	0	0	0	0	0	0
ENSG00000239494	RN7SL333P	0	0	0	1	0	0
ENSG00000239503	MARK2P8	0	0	0	0	0	0
ENSG00000239504	RN7SL583P	0	0	0	0	0	0
ENSG00000239508	PLCH1-AS1	0	0	1	0	0	0
ENSG00000239510	RPL9P5	1	0	0	0	0	0
ENSG00000239511	POM121L7	0	0	0	0	0	0
ENSG00000239516	FLYWCH1P1	0	0	0	0	0	0
ENSG00000239519	CADM2-AS1	0	0	0	0	0	0
ENSG00000239521	GATS	136	60	172	64	39	40
ENSG00000239523	MYLK-AS1	5	6	8	13	9	7
ENSG00000239524	RPL32P34	2	0	0	0	0	0
ENSG00000239525	RPL30P5	1	0	0	0	0	0
ENSG00000239527	RPS23P7	0	0	0	3	0	1
