id	sym	T98G_KO1	T98G_KO2	T98G_KO3	T98G_WT1	T98G_WT2	T98G_WT3
ENSG00000235280	MCF2L-AS1	0	0	0	0	0	0
ENSG00000235282	DYNLL1P3	0	0	0	0	0	0
ENSG00000235285	SMIM2-IT1	0	0	0	0	0	0
ENSG00000235289	BRD7P6	0	0	0	0	0	0
ENSG00000235294	RPL7AP25	0	0	0	0	0	0
ENSG00000235297	FAUP1	24	22	32	26	31	17
ENSG00000235299	MRPL53P1	0	0	0	0	0	0
ENSG00000235304	LINC01281	0	0	0	0	0	0
ENSG00000235306	GAPDHP34	0	0	0	0	0	0
ENSG00000235310	GXYLT1P6	0	0	0	0	0	0
ENSG00000235312	KRTAP19-10P	0	0	0	0	0	0
ENSG00000235313	HM13-IT1	7	2	6	6	9	4
ENSG00000235314	LINC00957	2	1	0	1	0	1
ENSG00000235315	RPL23AP69	0	0	0	0	0	0
ENSG00000235316	DUSP8P5	4	8	7	12	14	11
ENSG00000235323	COTL1P2	0	0	0	0	0	0
ENSG00000235333	PVRIG2P	0	0	0	0	0	0
ENSG00000235334	BTG3P1	0	0	0	0	0	0
ENSG00000235338	DUSP5P2	0	0	0	0	0	0
ENSG00000235339	GEMIN2P2	0	0	0	0	0	0
ENSG00000235363	SNRPGP10	70	71	64	62	76	55
ENSG00000235366	LINC01055	0	0	0	0	0	0
ENSG00000235368	SAPCD2P2	0	0	0	0	0	0
ENSG00000235369	RPL36AP15	0	0	0	0	0	1
ENSG00000235370	DNM1P51	2	11	5	7	8	4
ENSG00000235374	SSR4P1	30	42	46	44	49	34
ENSG00000235376	RPEL1	3	5	4	2	2	5
ENSG00000235378	MRPS10P1	0	0	0	0	0	0
ENSG00000235379	RPL7P31	0	0	0	0	0	0
ENSG00000235382	MTND4P31	0	0	0	0	0	0
ENSG00000235397	EPN2-AS1	0	0	0	0	0	0
ENSG00000235408	SNORA71B	11	6	8	17	9	15
ENSG00000235412	TTTY4B	0	0	0	0	0	0
ENSG00000235413	KRT18P63	0	1	2	1	0	0
ENSG00000235420	RPL29P30	0	0	0	0	0	0
ENSG00000235422	KATNBL1P3	0	0	0	0	0	0
ENSG00000235424	SUMO2P10	0	0	2	0	1	0
ENSG00000235425	RPS7P13	0	0	0	0	0	0
ENSG00000235430	ZSWIM5P1	0	0	0	0	0	0
ENSG00000235436	DPY19L2P4	0	0	0	0	0	0
ENSG00000235437	LINC01278	314	315	214	269	294	269
ENSG00000235438	ESRRAP2	1	0	0	2	0	0
ENSG00000235444	PSMB3P2	0	0	0	0	0	0
ENSG00000235447	TRAPPC13P1	0	0	0	0	0	0
ENSG00000235448	LURAP1L-AS1	7	5	7	8	6	4
ENSG00000235451	PNPLA4P1	0	0	0	0	0	0
ENSG00000235454	HAUS6P3	1	1	1	0	0	1
ENSG00000235455	IQCF5-AS1	0	0	0	0	0	0
ENSG00000235459	RPS26P31	3	2	1	0	0	2
ENSG00000235462	TAB3P1	0	0	0	0	0	0
ENSG00000235467	RPL10AP5	0	0	0	0	0	0
ENSG00000235469	MRPL50P4	0	0	0	0	0	0
ENSG00000235470	NEURL1-AS1	0	0	0	0	0	0
ENSG00000235472	EIF4A1P7	8	21	14	18	21	15
ENSG00000235479	RAB9AP4	0	0	0	0	0	0
ENSG00000235481	UBE2R2-AS1	0	0	1	1	2	1
ENSG00000235482	RPL21P135	0	0	0	0	0	0
ENSG00000235483	GYG2-AS1	0	0	0	0	0	0
ENSG00000235488	JARID2-AS1	0	2	0	1	1	1
ENSG00000235489	DBF4P1	2	2	0	0	2	2
ENSG00000235492	LINC01221	0	0	0	0	0	0
ENSG00000235500	SNX19P2	0	0	0	0	0	0
ENSG00000235508	RPS2P7	26	20	23	31	22	32
ENSG00000235511	OFD1P18Y	0	0	0	0	0	0
ENSG00000235512	TAB3-AS2	41	44	30	46	40	52
ENSG00000235514	LLPHP2	0	0	1	0	0	0
ENSG00000235521	USP9YP27	0	0	0	0	0	0
ENSG00000235525	FTLP1	0	0	0	0	0	0
ENSG00000235527	HIPK1-AS1	2	1	2	1	2	2
ENSG00000235529	AGAP1-IT1	3	1	3	0	1	0
ENSG00000235531	MSC-AS1	493	529	494	398	399	407
ENSG00000235532	LINC00402	0	0	0	0	0	0
ENSG00000235534	FECHP1	0	0	0	0	0	0
ENSG00000235539	MTND1P33	0	0	0	0	0	0
ENSG00000235544	RPS11P1	0	0	0	0	0	0
ENSG00000235547	NDUFB11P1	0	0	0	0	0	0
ENSG00000235549	EIF1P2	0	0	0	0	0	0
ENSG00000235550	ANKRD26P2	0	0	0	0	0	0
ENSG00000235552	RPL6P27	356	438	394	407	425	364
ENSG00000235555	SUMO1P4	0	0	0	0	1	0
ENSG00000235568	NFAM1	0	0	1	1	1	0
ENSG00000235570	LINC00533	0	0	0	0	0	0
ENSG00000235571	SNX18P14	0	0	0	0	0	0
ENSG00000235587	GAPDHP65	26	40	34	24	32	21
ENSG00000235590	GNAS-AS1	1	4	2	4	1	1
ENSG00000235593	RBMS3-AS1	0	0	0	0	0	0
ENSG00000235595	GAPDHP23	0	0	0	0	0	1
ENSG00000235597	LINC01102	0	0	0	0	0	0
ENSG00000235598	RRM2P4	0	0	0	0	0	0
ENSG00000235602	POU5F1P3	0	0	2	0	1	0
ENSG00000235606	AK4P6	0	0	0	0	0	0
ENSG00000235608	NKX1-1	0	0	0	0	0	0
ENSG00000235613	NSRP1P1	1	0	2	1	3	0
ENSG00000235616	ST13P2	0	0	0	0	0	0
ENSG00000235618	FAM21EP	0	0	1	0	1	1
ENSG00000235619	RPL36AP33	0	0	0	1	0	0
ENSG00000235621	LINC00494	0	0	0	0	0	0
ENSG00000235623	OR7E110P	0	0	0	0	0	0
ENSG00000235626	KRT18P66	0	0	0	0	0	0
ENSG00000235627	SNRPFP4	0	0	1	1	0	0
ENSG00000235628	TNR-IT1	0	0	0	0	0	0
ENSG00000235631	RNF148	2	0	1	0	1	0
ENSG00000235636	NUS1P1	13	40	3	1	17	7
ENSG00000235638	MTND6P14	0	0	0	0	0	0
ENSG00000235641	LINC00484	2	1	0	0	0	2
ENSG00000235642	PTP4A1P5	0	0	0	0	0	0
ENSG00000235646	MTND1P2	0	0	0	0	0	0
ENSG00000235649	MXRA5Y	0	0	1	0	0	0
ENSG00000235655	H3F3AP4	67	99	78	98	92	68
ENSG00000235656	RPL36P18	0	0	0	0	0	0
ENSG00000235660	LINC00345	0	0	0	0	0	0
ENSG00000235661	MIR670HG	0	0	0	0	0	0
ENSG00000235665	LINC00298	0	0	0	0	0	0
ENSG00000235670	RPL21P40	0	0	0	0	0	0
ENSG00000235674	LDHAP2	5	8	5	5	10	6
ENSG00000235677	NPM1P26	4	2	8	3	7	5
ENSG00000235678	OR5AN2P	0	0	0	0	0	0
ENSG00000235686	PPIAP20	0	0	0	0	2	0
ENSG00000235687	LINC00993	0	0	0	0	0	0
ENSG00000235690	CUBNP3	0	0	0	0	0	0
ENSG00000235698	PA2G4P2	11	11	7	9	3	10
ENSG00000235699	CXorf51B	0	0	0	0	0	0
ENSG00000235700	CYCSP52	0	0	0	0	0	0
ENSG00000235701	PCBP2P1	0	1	0	1	1	0
ENSG00000235703	LINC00894	13	8	9	24	14	15
ENSG00000235706	DICER1-AS1	5	11	9	3	5	7
ENSG00000235711	ANKRD34C	0	0	0	0	0	0
ENSG00000235716	KRT18P46	0	0	0	0	0	0
ENSG00000235717	DPP10-AS2	0	0	0	0	0	0
ENSG00000235718	MFRP	0	0	1	0	0	0
ENSG00000235730	OR2AF1P	0	0	0	0	0	0
ENSG00000235734	HMGN1P36	1	0	0	2	0	2
ENSG00000235735	RPL7AP72	0	0	0	0	0	0
ENSG00000235737	TRIM60P19	0	0	0	0	0	0
ENSG00000235746	CTBP2P2	0	0	0	0	0	0
ENSG00000235748	SEPT14P12	1	0	2	0	3	2
ENSG00000235750	KIAA0040	2	1	0	3	1	0
ENSG00000235759	ARHGAP42P3	0	0	0	0	0	0
ENSG00000235763	SNRPGP5	0	0	0	0	1	0
ENSG00000235768	BRD7P5	1	3	2	2	2	1
ENSG00000235770	LINC00607	1	0	0	0	0	0
ENSG00000235777	DPYD-AS2	0	0	0	0	0	0
ENSG00000235780	USP17L27	0	0	0	0	0	0
ENSG00000235784	HNRNPA1P29	0	0	0	0	0	0
ENSG00000235786	ZNRF3-IT1	0	0	0	0	0	0
ENSG00000235802	HCFC1-AS1	0	0	1	0	0	1
ENSG00000235805	SOCS5P3	0	0	0	0	0	0
ENSG00000235808	MYL6P2	0	0	0	0	0	0
ENSG00000235812	ADAM21P1	0	0	0	1	0	0
ENSG00000235816	PRELID1P3	0	0	0	0	0	0
ENSG00000235818	VN1R17P	0	0	0	0	0	0
ENSG00000235823	OLMALINC	20	35	30	36	17	22
ENSG00000235824	LINC00837	0	0	0	0	0	0
ENSG00000235827	TUBB8P9	0	0	0	0	0	0
ENSG00000235828	RPL36AP26	0	0	0	0	1	0
ENSG00000235829	TBCAP2	0	0	0	0	0	0
ENSG00000235830	SRGAP3-AS4	0	0	0	0	0	0
ENSG00000235831	BHLHE40-AS1	28	21	27	18	12	13
ENSG00000235832	CNN2P3	0	0	0	0	0	0
ENSG00000235838	HSP90AB7P	0	0	0	0	0	1
ENSG00000235847	LDHAP7	16	8	11	11	5	5
ENSG00000235848	RMDN2-AS1	1	0	1	1	1	1
ENSG00000235849	HS6ST2-AS1	0	0	0	0	0	0
ENSG00000235855	OR7E145P	0	0	0	0	0	0
ENSG00000235857	CTBP2P1	0	0	0	0	0	0
ENSG00000235864	HSPA8P6	0	0	0	0	0	0
ENSG00000235865	GSN-AS1	12	19	22	37	20	18
ENSG00000235868	GAPDHP31	0	0	0	0	0	0
ENSG00000235875	ARHGEF7-AS2	0	0	0	0	0	0
ENSG00000235876	FEM1AP4	0	0	0	0	0	0
ENSG00000235879	FAR1P1	0	0	0	0	0	0
ENSG00000235884	LINC00941	68	56	74	72	99	85
ENSG00000235890	TSPEAR-AS1	0	1	2	1	0	1
ENSG00000235892	PKMP2	0	0	0	0	0	0
ENSG00000235897	TM4SF19-AS1	7	9	9	16	14	20
ENSG00000235899	LINC01564	1	0	0	1	1	0
ENSG00000235903	CPB2-AS1	0	0	0	1	2	2
ENSG00000235904	RBMS3-AS3	6	6	3	4	6	1
ENSG00000235908	RHOA-IT1	2	0	0	0	0	0
ENSG00000235910	APOA1-AS	0	0	0	1	2	1
ENSG00000235914	MACROD2-AS1	0	0	0	0	0	0
ENSG00000235919	ASH1L-AS1	17	24	18	26	14	24
ENSG00000235924	ZNRF2P3	0	0	0	0	0	0
ENSG00000235927	NEXN-AS1	49	69	59	60	64	71
ENSG00000235929	TPT1P14	0	0	0	0	0	0
ENSG00000235930	HSPE1P12	0	0	0	0	0	0
ENSG00000235931	LINC01553	0	0	0	0	1	0
ENSG00000235940	MTND1P21	0	0	0	0	0	0
ENSG00000235942	LCE6A	0	0	0	0	0	0
ENSG00000235943	TMEM212-IT1	0	0	0	0	0	0
ENSG00000235944	ZNF815P	3	8	6	4	7	3
ENSG00000235947	EGOT	0	0	0	0	0	0
ENSG00000235954	TTC28-AS1	84	74	78	87	75	77
ENSG00000235955	CICP20	0	0	0	0	0	0
ENSG00000235957	COX7CP1	0	0	0	0	0	0
ENSG00000235958	UBOX5-AS1	5	14	14	14	21	13
ENSG00000235961	PNMA6A	0	0	0	0	0	0
ENSG00000235964	FXYD6P2	0	0	0	0	0	0
ENSG00000235967	COX5BP3	0	0	0	0	0	0
ENSG00000235969	CHEK2P4	0	0	0	0	0	0
ENSG00000235974	VN2R19P	0	0	0	0	0	0
ENSG00000235984	GPC5-AS1	0	0	0	0	0	0
ENSG00000235989	MORC2-AS1	57	68	46	56	54	53
ENSG00000235990	RPL23AP20	0	0	2	1	3	0
ENSG00000235992	GRAMD4P2	0	0	0	0	0	0
ENSG00000235995	UBE2V1P6	0	0	0	0	0	0
ENSG00000235998	TAAR7P	0	0	0	0	0	0
ENSG00000236012	HIGD1AP12	0	0	0	0	0	0
ENSG00000236017	ASMTL-AS1	0	0	0	0	0	0
ENSG00000236024	PRRX2-AS1	0	0	0	0	0	0
ENSG00000236027	PATE3	0	0	0	0	0	0
ENSG00000236032	OR5H14	0	0	0	0	0	0
ENSG00000236036	LINC00445	0	0	0	0	0	0
ENSG00000236040	CHIAP1	0	0	0	0	0	0
ENSG00000236041	COX6CP18	0	0	0	0	0	0
ENSG00000236044	FABP5P2	0	0	0	0	0	0
ENSG00000236051	MYCBP2-AS1	85	80	62	81	83	72
ENSG00000236053	LINC01067	0	0	0	0	0	0
ENSG00000236056	GAPDHP14	0	1	0	0	2	1
ENSG00000236060	HSPB1P1	1	0	1	0	1	1
ENSG00000236062	GSTM5P1	0	0	0	0	0	0
ENSG00000236076	LINC01072	0	0	0	0	0	0
ENSG00000236078	LINC01447	1	1	0	1	1	0
ENSG00000236080	YAP1P2	0	0	0	0	0	0
ENSG00000236081	ELFN1-AS1	0	0	0	0	0	0
ENSG00000236083	OR13E1P	0	0	0	0	0	0
ENSG00000236085	ACTG1P4	0	0	0	0	0	0
ENSG00000236086	HMGN2P28	0	0	1	0	0	2
ENSG00000236088	COX10-AS1	107	132	99	109	113	78
ENSG00000236090	LDHAP3	1	2	3	2	2	0
ENSG00000236094	LINC00545	0	1	0	1	0	1
ENSG00000236097	BNIP3P2	0	0	0	0	0	0
ENSG00000236101	RAC1P7	0	0	0	0	0	0
ENSG00000236110	OR2AM1P	0	0	0	0	0	0
ENSG00000236121	HAUS6P2	0	0	0	0	0	0
ENSG00000236123	CEACAMP11	0	0	0	0	1	1
ENSG00000236124	HMGN2P23	4	9	2	8	9	9
ENSG00000236125	USP17L4	0	0	0	0	0	0
ENSG00000236126	CT47A3	0	0	0	0	0	0
ENSG00000236130	PTCSC2	0	0	0	0	0	0
ENSG00000236131	MED13P1	0	0	0	0	0	0
ENSG00000236133	LINC01069	0	0	0	0	0	0
ENSG00000236136	ADORA2BP1	0	0	0	3	0	0
ENSG00000236138	DUX4L26	0	0	0	0	1	0
ENSG00000236144	TMEM147-AS1	177	198	208	180	206	163
ENSG00000236148	RPL23AP37	0	0	0	0	0	0
ENSG00000236152	MRPS36P1	5	12	5	11	10	6
ENSG00000236156	CHCHD4P3	0	0	0	0	0	0
ENSG00000236158	RFC3P1	0	0	0	0	0	0
ENSG00000236165	PRADC1P1	0	0	0	0	1	1
ENSG00000236167	GAPDHP57	0	0	0	0	0	0
ENSG00000236170	IGHD1-1	0	0	0	0	0	0
ENSG00000236172	MIR7515HG	0	0	0	0	0	0
ENSG00000236175	SSU72P6	0	0	0	0	0	0
ENSG00000236176	LINC00353	0	0	0	1	0	0
ENSG00000236184	TCEA1P4	5	2	6	2	5	3
ENSG00000236185	HNRNPDLP3	0	0	0	0	0	0
ENSG00000236187	GJA6P	0	0	0	0	0	0
ENSG00000236188	PRKX-AS1	0	0	0	0	0	0
ENSG00000236189	RPL18AP15	0	0	0	0	0	0
ENSG00000236191	RPS15AP25	0	0	0	0	0	0
ENSG00000236195	RNMTL1P2	0	0	0	0	0	0
ENSG00000236200	KDM4A-AS1	192	186	164	174	201	188
ENSG00000236202	GRM7-AS1	0	0	0	0	0	0
ENSG00000236204	LINC01376	3	6	4	2	4	4
ENSG00000236208	C10orf71-AS1	0	0	0	0	2	0
ENSG00000236216	PPP1R11P1	0	0	0	0	0	0
ENSG00000236217	C1DP2	0	0	0	0	0	0
ENSG00000236229	VEZF1P1	5	1	2	1	3	2
ENSG00000236240	GPC5-IT1	0	0	0	0	0	0
ENSG00000236242	MYO16-AS1	0	0	0	0	0	1
ENSG00000236243	RPL6P29	0	0	0	0	0	0
ENSG00000236253	SLC25A3P1	0	0	0	1	0	0
ENSG00000236254	MTND4P14	0	2	0	0	0	2
ENSG00000236256	DIAPH2-AS1	3	1	3	4	1	3
ENSG00000236257	EI24P2	0	0	0	0	0	0
ENSG00000236258	TIMM8BP1	0	0	0	0	0	0
ENSG00000236262	SHANK2-AS2	0	0	0	0	0	0
ENSG00000236264	RPL26P30	3	2	3	6	5	4
ENSG00000236268	LINC01361	0	0	0	0	0	0
ENSG00000236276	NDP-AS1	4	3	1	6	0	5
ENSG00000236277	NIPA2P5	0	0	0	0	0	0
ENSG00000236278	PEBP1P3	0	0	0	0	0	0
ENSG00000236279	CLEC2L	0	0	0	0	0	0
ENSG00000236284	VN1R31P	0	0	0	0	0	0
ENSG00000236285	NPM1P8	0	0	0	0	0	0
ENSG00000236287	ZBED5	486	484	421	480	460	416
ENSG00000236289	GACAT3	0	0	0	0	0	0
ENSG00000236290	EEF1GP7	0	0	0	0	0	0
ENSG00000236296	GUSBP5	0	0	0	0	0	0
ENSG00000236301	MRGPRG-AS1	0	0	0	0	0	0
ENSG00000236306	LINC01241	0	0	0	0	0	0
ENSG00000236307	EEF1E1P1	1	2	1	0	0	1
ENSG00000236311	TLX1NB	0	0	0	0	0	0
ENSG00000236312	RPL34P34	0	0	0	0	0	0
ENSG00000236313	VN1R53P	0	0	0	0	0	0
ENSG00000236316	OR7E109P	0	0	0	0	0	0
ENSG00000236320	SLFN14	1	2	0	2	2	4
ENSG00000236323	BMP6P1	0	0	0	0	0	0
ENSG00000236330	RPL5P9	1	5	5	4	2	4
ENSG00000236333	TRHDE-AS1	162	140	127	135	153	129
ENSG00000236334	PPIAL4G	0	0	0	1	0	0
ENSG00000236337	FMR1-IT1	1	2	3	2	1	1
ENSG00000236339	POM121L13P	0	0	0	0	0	0
ENSG00000236343	EI24P4	0	0	0	0	0	0
ENSG00000236348	PSMC1P10	0	0	0	0	0	0
ENSG00000236349	SUCLG2P2	6	4	2	0	0	1
ENSG00000236354	LINC00437	0	0	0	0	0	0
ENSG00000236357	EI24P1	0	0	0	0	0	0
ENSG00000236359	OR51B8P	0	0	0	0	0	0
ENSG00000236362	GAGE12F	0	0	0	0	0	0
ENSG00000236371	CT47A1	0	0	0	0	0	0
ENSG00000236375	POU5F1P5	0	0	0	0	0	0
ENSG00000236379	ZNF736P4Y	0	0	0	0	0	0
ENSG00000236380	VENTXP7	0	0	0	0	0	0
ENSG00000236382	KRTAP10-13P	0	0	0	0	0	0
ENSG00000236384	LINC00479	0	0	0	0	0	2
ENSG00000236388	ITCH-AS1	0	0	0	0	0	0
ENSG00000236396	SLC35G4	0	0	0	0	0	0
ENSG00000236397	DDX11L2	23	21	27	22	26	19
ENSG00000236398	TAS2R39	0	0	0	0	0	0
ENSG00000236400	KRTAP21-4P	0	0	0	0	0	0
ENSG00000236401	SLC4A1APP2	0	0	0	0	0	0
ENSG00000236404	VLDLR-AS1	6	7	3	5	6	2
ENSG00000236407	HMGB1P18	0	0	0	0	0	0
ENSG00000236409	NRADDP	0	0	0	0	2	0
ENSG00000236411	NDUFAF4P3	0	0	0	0	0	0
ENSG00000236417	CTSLP1	0	0	0	0	1	0
ENSG00000236420	CHCHD3P1	0	0	0	0	0	0
ENSG00000236423	LINC01134	10	16	9	13	14	8
ENSG00000236424	TSPY10	0	0	0	0	0	0
ENSG00000236429	GPM6BP2	0	0	0	0	0	0
ENSG00000236430	KRT8P29	0	0	0	0	0	1
ENSG00000236433	RPL37P21	0	0	0	0	0	0
ENSG00000236435	TSPY12P	0	0	0	0	0	0
ENSG00000236438	FAM157A	2	4	1	2	3	2
ENSG00000236442	ANKRD54P1	0	0	0	0	0	0
ENSG00000236445	LINC00608	0	0	0	0	0	0
ENSG00000236446	CT47B1	0	0	0	0	0	1
ENSG00000236447	ATG10-IT1	0	0	0	0	0	0
ENSG00000236459	HNRNPA1P22	0	0	0	0	0	0
ENSG00000236460	SNX2P2	0	0	0	0	0	0
ENSG00000236463	LINC00427	1	0	0	0	1	0
ENSG00000236467	KCNMA1-AS1	35	26	38	42	61	49
ENSG00000236473	KRT43P	0	0	0	0	0	0
ENSG00000236474	GCNT1P1	0	0	0	0	0	0
ENSG00000236477	RPS24P1	0	0	0	0	0	0
ENSG00000236480	PKMP1	0	1	0	0	0	1
ENSG00000236484	RRM2P2	0	0	0	0	0	0
ENSG00000236493	EIF2S2P3	37	38	21	23	21	33
ENSG00000236496	GPS2P1	2	1	0	2	1	1
ENSG00000236499	LINC00896	2	1	3	1	4	2
ENSG00000236502	SIX3-AS1	0	0	0	0	0	0
ENSG00000236508	ATP13A5-AS1	0	0	0	0	0	0
ENSG00000236509	RPL21P133	0	0	0	0	0	0
ENSG00000236511	LINC01231	0	0	0	0	0	0
ENSG00000236516	KLF2P4	0	0	0	0	0	0
ENSG00000236519	LINC01424	6	9	8	9	12	7
ENSG00000236520	GPC6-AS1	0	0	0	0	2	0
ENSG00000236521	NPAP1P4	0	0	0	0	0	0
ENSG00000236523	NPM1P40	0	0	0	0	0	0
ENSG00000236527	ARF4P2	2	0	2	0	2	0
ENSG00000236534	H3F3BP1	1	0	0	0	1	0
ENSG00000236535	RC3H1-IT1	0	0	0	0	0	0
ENSG00000236538	ZNF863P	0	0	0	0	0	0
ENSG00000236539	HNRNPA1P54	1	1	0	0	0	1
ENSG00000236541	VN2R9P	0	0	0	0	0	0
ENSG00000236542	MED28P7	0	0	1	0	1	0
ENSG00000236548	RNF217-AS1	4	5	8	5	6	3
ENSG00000236552	RPL13AP5	187	221	186	216	201	185
ENSG00000236554	ASNSP3	0	0	0	0	0	0
ENSG00000236564	YWHAQP5	0	0	0	0	0	0
ENSG00000236565	HNRNPA3P5	53	39	57	52	60	41
ENSG00000236567	TCF3P1	0	0	0	2	1	1
ENSG00000236569	HNRNPA1P73	0	0	0	0	0	0
ENSG00000236570	RAD23BP1	0	1	0	0	0	1
ENSG00000236577	SNRPGP14	0	0	0	0	0	0
ENSG00000236581	STARD13-AS	5	3	2	2	6	3
ENSG00000236582	PRPF38AP2	1	2	2	0	2	3
ENSG00000236590	MTATP6P4	0	0	0	0	0	0
ENSG00000236592	S100A11P2	0	0	0	0	0	0
ENSG00000236594	RPS27AP14	0	0	0	0	0	0
ENSG00000236595	MED15P5	0	0	0	0	0	0
ENSG00000236597	IGHD7-27	0	0	0	0	0	0
ENSG00000236604	LYPLA2P3	0	0	0	0	0	0
ENSG00000236607	EEF1DP8	0	0	0	0	0	0
ENSG00000236608	EIF4A1P6	0	0	0	0	0	0
ENSG00000236609	ZNF853	0	0	0	0	0	2
ENSG00000236610	SOCS5P1	0	0	0	0	0	0
ENSG00000236612	KRTAP19-11P	0	0	0	0	0	0
ENSG00000236616	BAK1P2	0	0	0	0	1	0
ENSG00000236618	PITPNA-AS1	58	53	52	59	55	45
ENSG00000236620	XKRYP3	0	0	0	0	0	0
ENSG00000236626	MTND5P17	0	0	0	0	0	0
ENSG00000236637	IFNA4	0	0	0	0	0	0
ENSG00000236646	LAMTOR5P1	0	0	0	0	0	0
ENSG00000236666	POTEH-AS1	0	0	0	0	0	0
ENSG00000236670	KRT18P5	0	3	0	2	4	4
ENSG00000236671	PRKG1-AS1	127	112	143	269	269	229
ENSG00000236675	MTX1P1	6	4	10	11	12	8
ENSG00000236678	LINC00347	0	0	0	0	0	0
ENSG00000236679	RP4-669L17.1	0	0	0	0	0	0
ENSG00000236681	DSTNP5	0	0	0	0	0	0
ENSG00000236683	HMGA1P1	0	0	0	0	0	1
ENSG00000236686	BZW1P1	3	0	0	1	0	1
ENSG00000236691	NDUFA4P2	0	0	0	0	0	0
ENSG00000236695	HNRNPA1P47	0	0	0	0	0	0
ENSG00000236698	EIF1AXP1	130	166	146	123	145	124
ENSG00000236699	ARHGEF38	132	172	147	176	150	134
ENSG00000236700	LINC01010	0	0	0	0	0	0
ENSG00000236703	MYB-AS1	0	1	0	0	0	1
ENSG00000236704	CNOT4P1	0	0	0	0	0	0
ENSG00000236709	DAPK1-IT1	0	0	0	0	0	0
ENSG00000236711	SMAD9-IT1	1	2	2	1	0	0
ENSG00000236718	RBMY2QP	0	0	0	0	1	0
ENSG00000236719	OVAAL	0	1	0	1	2	0
ENSG00000236735	RPL31P63	2	2	0	0	2	1
ENSG00000236736	UQCRC2P1	0	0	0	0	0	0
ENSG00000236737	GAGE12B	0	0	0	0	0	0
ENSG00000236739	CLIC4P1	52	84	54	70	77	68
ENSG00000236745	YRDCP2	0	0	0	0	0	0
ENSG00000236747	LINC01282	0	0	0	0	0	0
ENSG00000236751	LINC01186	26	23	23	19	32	23
ENSG00000236753	MKLN1-AS	27	31	30	42	42	32
ENSG00000236756	DNAJC9-AS1	148	168	149	172	170	175
ENSG00000236758	MTUS2-AS2	0	0	0	0	0	0
ENSG00000236761	CTAGE9	0	0	0	0	0	0
ENSG00000236763	TRMT112P4	0	0	0	0	0	0
ENSG00000236764	COX7A2P2	0	0	0	0	0	0
ENSG00000236776	RPL21P23	0	0	0	0	0	0
ENSG00000236778	INTS6-AS1	18	19	14	22	18	18
ENSG00000236783	RPS15AP27	0	0	0	0	0	0
ENSG00000236786	TSPY15P	0	0	0	0	0	0
ENSG00000236790	LINC00299	1	0	0	0	0	0
ENSG00000236791	OR2AI1P	0	0	0	0	0	0
ENSG00000236794	BCRP8	1	0	0	1	0	2
ENSG00000236797	SPA17P1	0	0	0	0	0	0
ENSG00000236801	RPL24P8	24	33	28	38	39	25
ENSG00000236803	SDAD1P4	0	0	0	0	0	0
ENSG00000236804	RPS3AP12	0	0	0	0	0	0
ENSG00000236806	RPL7AP15	0	0	0	0	0	0
ENSG00000236809	SNX25P1	0	0	2	2	2	1
ENSG00000236811	GAPDHP2	2	0	0	2	0	0
ENSG00000236813	BTF3P8	0	0	0	0	0	0
ENSG00000236816	ANKRD20A7P	0	0	0	0	0	0
ENSG00000236818	ARL5AP2	0	0	0	0	0	0
ENSG00000236819	LINC01563	0	0	0	0	0	0
ENSG00000236824	BCYRN1	10	18	12	26	20	23
ENSG00000236825	RAB28P2	0	0	0	0	0	0
ENSG00000236827	LINC00529	0	0	0	0	0	0
ENSG00000236828	DMD-AS3	0	0	0	0	0	0
ENSG00000236830	CBR3-AS1	136	138	140	143	114	128
ENSG00000236831	YME1L1P1	0	0	0	0	0	0
ENSG00000236834	LINC00421	0	0	0	0	0	0
ENSG00000236836	PCYT1B-AS1	0	0	0	0	0	0
ENSG00000236848	RPL23AP95	0	0	0	1	0	0
ENSG00000236849	LINC01474	0	0	0	0	2	0
ENSG00000236853	OR2R1P	0	0	0	0	0	0
ENSG00000236857	RAP1BP1	0	0	0	0	0	0
ENSG00000236859	NIFK-AS1	366	360	314	324	324	348
ENSG00000236860	RPL39P29	0	0	0	0	0	0
ENSG00000236862	RPS20P24	0	0	0	0	0	0
ENSG00000236863	RPL23AP23	0	0	0	0	0	0
ENSG00000236871	LINC00106	0	0	0	0	0	0
ENSG00000236875	DDX11L5	0	0	0	0	0	0
ENSG00000236876	TMSB4XP1	13	11	9	7	9	5
ENSG00000236877	SETD6P1	0	0	0	0	0	0
ENSG00000236882	LINC01554	1	2	0	3	6	2
ENSG00000236888	RPS20P5	0	0	0	0	0	0
ENSG00000236893	ASS1P7	0	0	0	0	0	0
ENSG00000236900	TIMM9P1	0	0	0	0	0	0
ENSG00000236901	MIR600HG	10	8	8	8	15	12
ENSG00000236917	DNAJA1P2	0	0	0	0	0	0
ENSG00000236922	LINC01378	0	0	0	0	0	0
ENSG00000236932	CEACAMP8	0	0	1	0	0	0
ENSG00000236937	PTGES3P4	3	1	0	2	4	5
ENSG00000236939	BAALC-AS2	0	0	0	0	0	0
ENSG00000236944	CCDC58P2	0	0	0	0	0	0
ENSG00000236946	HNRNPA1P70	0	0	0	0	0	0
ENSG00000236953	ZDHHC20-IT1	1	0	0	1	2	0
ENSG00000236956	NF1P8	0	0	0	0	0	0
ENSG00000236959	SULT1D1P	0	0	0	0	0	0
ENSG00000236963	LINC01141	0	0	0	0	1	0
ENSG00000236965	OR52N3P	0	0	0	0	0	0
